reviewId,country,userName,score,at,title,content,thumbsUpCount,appVersion,category,sentiment,churn_risk,tenure,summary
a129952d-7f01-4f16-8f7b-3af16b2deeaa,us,Carly Waugh,5,2026-08-20 17:51:52,,banging,0,14.6.0,praise,positive,False,unknown,Single-word enthusiastic endorsement of the game.
89f84220-3ca2-43f0-9ee1-41670956896c,us,lemuel harry,5,2026-08-20 17:33:25,,fun and explosive collateral damage,0,14.6.0,praise,positive,False,unknown,Player enjoys the fun and destructive gameplay.
219c1ece-bd1d-4d11-9013-8848d094a371,us,Ali Zuhaib,5,2026-08-20 15:24:07,,wonderful game my fav...,0,14.6.0,praise,positive,False,unknown,Player calls it a wonderful favourite game.
2fa480c5-7323-4019-88d5-24bb3333ff94,us,Lucas DeGaetani,5,2026-08-20 11:47:04,,this game is something else,0,14.6.0,praise,positive,False,unknown,Player expresses strong positive sentiment about the game standing out.
72060abc-8e09-4538-8f03-0a6e71cd0b11,us,Marius Scappini,5,2026-08-20 07:28:53,,w game,0,14.6.0,praise,positive,False,unknown,Slang approval rating indicating the player thinks the game is great.
482da9a2-9188-489e-b542-65a082068331,us,James Blake,5,2026-08-20 04:48:06,,recommended for YouTube videos,0,14.6.0,praise,positive,False,unknown,Player recommends the game for YouTube content creation.
47a8f963-672d-4f6e-99ee-2c863651f6ee,us,siva kumar,5,2026-08-20 04:46:35,,cool and relaxation,0,unknown,praise,positive,False,unknown,Player finds the game cool and relaxing.
6438fc73-7f84-43d8-904e-591e008451e7,us,Anthony Caldwell,1,2026-08-19 19:34:59,,"Started out so well. Then more and more and more in-game ads, until I had to sit through multiple ads for each level, some of which crashed the game. Just as bad as previous versions. Rovio, what happened to you??",0,14.6.0,ads,negative,True,unknown,Player is frustrated by an overwhelming and escalating ad load that crashes the game and drives them away.
3d99aed0-27a1-44e1-9d72-477c1a8e05d5,us,obriam gutierrez,5,2026-08-19 18:51:03,,A Classic,0,14.6.0,praise,positive,False,unknown,Player appreciates the game as a classic.
42567f09-3d83-4d0e-a107-967d9808c555,us,babita kalita,4,2026-08-19 16:17:15,,this game is really good 👍😊,0,unknown,praise,positive,False,unknown,Player rates the game highly and finds it really good.
97e1e47c-e7db-434f-9bf9-1eb82f0711ed,us,Ramesh madagani babu,4,2026-08-19 14:44:26,,good,0,14.6.0,praise,positive,False,unknown,Brief positive rating with no specific feedback.
af501eeb-1e02-40b5-9816-eaf52b5677a6,us,Jeray Hernandez,5,2026-08-19 14:35:01,,i love angry birds my favorite childhood games :),0,14.6.0,praise,positive,False,unknown,Player expresses childhood nostalgia and love for the game.
2ceb730f-b7a9-48b2-be33-08896dc70fab,us,S. G.,2,2026-08-19 10:18:24,,When working properly its fun to play. In the star cup when I get the exploding pigs they never launch. The power up never launches. As of 8/19/2026 the exploding pigs power up is still not working and that causes a disadvantage when playing the star tournament.,0,14.6.0,bugs_performance,negative,False,unknown,"Exploding pigs power-up consistently fails to launch in Star Cup, creating a competitive disadvantage."
8625cf78-5f9e-45ca-991a-24297686fe45,us,Nasari Sahak,5,2026-08-19 07:40:52,,so fun,0,14.6.0,praise,positive,False,unknown,Brief positive review calling the game fun.
2d502eab-0b34-43d5-8266-1777d649492f,us,Rahul Sharma,5,2026-08-19 04:22:03,,best,0,unknown,praise,positive,False,unknown,Single-word enthusiastic endorsement of the game.
9ff89991-7d1c-42ca-ab2c-8e4ecd182c74,us,Zain Edward Alcober,5,2026-08-18 22:56:19,,good,0,14.6.0,praise,positive,False,unknown,Brief positive rating with no specific feedback.
afda0e15-ab08-40be-a47c-badc47c8e2b1,us,John,2,2026-08-18 16:50:47,,"Used to be fun but now before going to each level, there's a 5 second ad followed by a 5 second countdown timer followed by another 3second timer before u can close it. It's getting excessive and i will be uninstalling it.. i think its time to find something else guys",1,14.6.0,ads,negative,True,unknown,Player is uninstalling due to excessive and lengthy ads before every level.
209bedb2-e49d-445a-aa62-d6f3f5c8a28e,us,Michael Adekunle,1,2026-08-18 15:02:06,,"Don't download. they're scammer!!!! I downloaded the app and opened it, but it remained in a perpetual state of loading for approximately two hours. Don't waste your data.......",0,unknown,bugs_performance,negative,True,new,"App stuck in endless loading loop on first launch, player warns others not to download."
38615c6f-0e5a-4e09-9e0f-d4f28f486495,us,Michael Moroney,5,2026-08-18 14:41:18,,Microsoft version shut down why,0,13.1.1,other,neutral,False,unknown,Player questions why the Microsoft version was shut down.
4548901a-5c87-4320-ac02-440a44e75bdc,us,Atul Kumar,1,2026-08-18 08:26:21,,verry bad game don't download,0,14.6.0,other,negative,False,unknown,Strongly negative review with no specific reason given.
26cd8815-89cd-4be3-8f86-6c316e11aa10,us,sumithra anchil,1,2026-08-18 05:52:27,,It is not working,0,unknown,bugs_performance,negative,False,unknown,Player reports the game is not functioning at all.
8be74f90-3af7-408a-b13a-f7ca45d90132,us,Adrian Simeon Pabon Nardo,5,2026-08-18 05:27:52,,can you change the bird animations it looks so bad like less aniamtions even the birds look bland when they get hurt and not only that when I see the bride in the cage it's so bad but the game however is fun so I'll leave 5 stars but change the bird textures the pigs look good but I don't know but please this game is good but it's so stiff.,0,14.6.0,ux_ui,neutral,False,unknown,Player finds the bird animations stiff and textures bland but still enjoys the game overall.
a479d9ef-12b0-482d-988e-c36244899c05,us,Curtis Hooten,5,2026-08-17 23:31:31,,love it,0,14.6.0,praise,positive,False,unknown,Brief positive expression of love for the game.
329483d1-3f7d-41a2-b81b-bd367a5f89f0,us,Mahdi Fallah,5,2026-08-17 21:53:51,,I miss the og angry birds but this remaster is amazing. double thumbs up,0,14.6.0,praise,positive,False,unknown,Player misses the original Angry Birds but praises this remaster highly.
3f649c5a-622d-4a7d-b522-ac97d0cee626,us,Emma Louise,1,2026-08-17 13:35:59,,Pay 2 win,3,14.6.0,monetization,negative,False,unknown,Player dismisses the game as pay-to-win in a brief one-liner.
75b9da02-5400-47ae-8c48-4073c7b588df,us,Bhagat Singh,5,2026-08-17 10:15:58,,GOOD,0,14.6.0,praise,positive,False,unknown,Brief positive rating with no specific feedback.
12f0ff88-a5a3-4d3d-bfab-8acf594644a3,us,Siddhant Nardele,5,2026-08-17 07:52:02,,nice,0,14.6.0,praise,positive,False,unknown,Brief positive rating with no specific feedback.
324b5aba-4634-4249-bd66-3d436a08a7e0,us,grace tan,5,2026-08-17 07:41:16,,ts is the holy grail of games,0,unknown,praise,positive,False,unknown,Player enthusiastically calls it the best game ever.
fbae2a22-7feb-4a27-af31-c0e5fb33432a,us,Flin Gyan Itchon Masong,5,2026-08-17 01:14:52,,Good,1,unknown,praise,positive,False,unknown,Brief positive rating with no specific feedback.
9fa16fdd-73a8-4a14-bde3-2ef18a239b37,us,Aminu Usman,5,2026-08-16 22:58:11,,great app.,0,unknown,praise,positive,False,unknown,Brief positive rating calling it a great app.
518b897a-b3e5-4b69-9600-e109fcc33445,us,Butch Bullard,5,2026-08-16 21:11:56,,Great game,0,14.6.0,praise,positive,False,unknown,Brief positive rating calling it a great game.
45e93486-fb6e-4a6f-8cee-ee49374f887d,us,Michael Norris,5,2026-08-16 19:46:06,,"This game is really good but seriously Rovio, bring back the original Angry Birds please I'm starving",0,14.6.0,feature_request,positive,False,unknown,Player enjoys the game but explicitly requests Rovio bring back the original Angry Birds.
2c2d1613-887b-4677-a025-af7292f1e2d8,us,MD Bellal Hossen,5,2026-08-16 17:28:31,,A very beautiful game. I am enjoying playing the game.,0,14.6.0,praise,positive,False,unknown,Player describes the game as beautiful and enjoyable.
6fec3c19-eb3f-4764-ba1b-604b62d5e653,us,Guru G,4,2026-08-16 17:00:30,,good time pass,0,14.6.0,praise,positive,False,unknown,Player recommends it as a good casual time-killer.
7b251873-918d-4a8f-83bf-82004e47a7a4,us,Sarita Roy,4,2026-08-16 14:54:10,,my grandmother likes to play it. but I think bring the old OG angry bird back🫠,1,14.6.0,feature_request,neutral,False,unknown,Player notes their grandmother enjoys it but requests the original Angry Birds be brought back.
d7d2693b-607d-4f2b-9684-470e60ee55ee,us,Mohan Reddy s,5,2026-08-16 12:25:28,,good,0,14.6.0,praise,positive,False,unknown,Brief positive review with no specific detail.
c3f328f4-b849-430b-a67d-57d4512b3f7c,us,Archa VR,1,2026-08-16 11:27:08,,can't log in to app it is loading for a whole day,0,14.6.0,bugs_performance,negative,False,unknown,Player cannot log in due to endless loading.
aa98cc11-2247-4b8f-afdf-c3976f04fe61,us,Faatimah,5,2026-08-16 11:19:28,,It's a very cool game,0,unknown,praise,positive,False,unknown,Player finds the game very cool.
f75fb714-1bfe-469b-a963-714384d1b971,us,Alicia Ruvalcaba,5,2026-08-16 00:34:10,,I used to play this in 2023 it was the best game I've ever seen,0,14.6.0,praise,positive,False,returning,Returning player recalls the game fondly from 2023.
b22c8ba1-ce8f-49b0-8c3a-4645ce7a51fc,us,Henry MacMillan,1,2026-08-15 14:35:04,,"Absolutely terrible. I don't think this is a skill issue, as I played AB1, but a lot of the levels you HAD to use power ups to get 3 stars or even beat the level. On top of that, the power ups cost money that either you buy with real money, or you get basically none unless you get 3 stars. Barely similar to the original game.",1,unknown,monetization,negative,True,unknown,"Player complains levels are designed to force power-up purchases, making it pay-to-win."
0da04641-f2c2-4e2e-8660-0da9c6b2d40e,us,Mustafa Kemal Akkaṣ,5,2026-08-15 14:19:24,,so cool,0,14.6.0,praise,positive,False,unknown,Brief enthusiastic positive review.
877bf3ea-4e41-47d3-927e-7bf86575396a,us,Gaz Lodge,2,2026-08-15 12:20:03,,it's a good game but it's full of cheaters and bugs,0,14.6.0,tournaments_fairness,negative,False,unknown,Player enjoys the game but reports widespread cheating and bugs.
bef556a4-350a-4d52-ac7d-edaf7262207c,us,Debbie Hampton,5,2026-08-15 09:52:54,,I Like Angry Birds..,0,14.6.0,praise,positive,False,unknown,Short positive expression of enjoyment.
b1343da2-c9ee-4561-832c-d294bb32dd98,us,Chidanand Nagraj,5,2026-08-15 09:46:26,,good,0,14.6.0,praise,positive,False,unknown,Brief positive review with no specific detail.
6db8ab04-081d-4dd7-a112-a04333919bdf,us,anwarhossain khan,5,2026-08-15 08:59:52,,My favourite OG game,0,14.6.0,praise,positive,False,unknown,Player calls it their favourite classic game.
0b551a29-b748-4907-938d-48ff8dcb24e0,us,Danna Donnell,5,2026-08-15 05:57:18,,I want to say thank you ROVIO team for helping out with my other device. I was forced to uninstall and restart. you helped with recovering where I left off and I appreciate that. 12 stars for you my friends. thanks again. super game team.,26,14.6.0,social_account,positive,False,unknown,Player praises Rovio support for successfully recovering their progress after a forced reinstall.
095722cd-cd9f-4eb4-8aa5-8e139778f8ae,us,Steven Schmidt,5,2026-08-14 22:26:29,,fun,0,14.6.0,praise,positive,False,unknown,Single-word positive review.
0811348c-47ea-4cf7-b335-370f80613861,us,Trinidad Campos,1,2026-08-14 12:29:25,,"What happened? I lost my game! I was at level 225 on the tower and close to 1100 in tournament play! Now i am back at start and in a Red's club. I am so angry and disappointed. Aug. 14, 2026. I give up. This game freezes after viewing rewards videos. I have to reboot my phone each time just to play. And now I am getting ""package mismatch"" error messages. I quit. There are ALOT more advanced games out there I am ready to enjoy.",6,14.6.0,bugs_performance,negative,True,veteran,Veteran player lost significant progress and is quitting due to repeated freezes and errors.
2255b65e-faae-475b-aef8-ca32d48950bc,us,Chiu Owen,5,2026-08-14 12:17:24,,absolute of fun game,0,14.6.0,praise,positive,False,unknown,Player describes the game as absolutely fun.
89d8104e-d849-422a-b1a5-94621b555401,us,Shayan Dahri,1,2026-08-14 08:29:24,,ragebaiting pay 2 win game 😭✌️💔,0,unknown,monetization,negative,False,unknown,Player dismisses the game as a rage-baiting pay-to-win title.
07be8559-cfb3-4404-b072-d0a0ccbc1b8f,us,Ajuluchukwu Johnpaul,5,2026-08-14 05:44:41,,Nice game,0,14.6.0,praise,positive,False,unknown,Brief positive review.
d35a3da0-e490-44ad-9867-84de3520e1b0,us,Gejo George Philip,1,2026-08-14 03:48:33,,"after installing update even we completed a level and see a video for additional bird, game restarts and we lose the level....very disappointing...",0,14.6.0,bugs_performance,negative,False,unknown,"Post-update bug causes the game to restart after watching a reward video, losing level progress."
c70e2b9a-1d64-4cd7-9e33-57b52c598973,us,Jess Mcclelland,4,2026-08-14 03:15:37,,really like it 🙂,0,14.5.0,praise,positive,False,unknown,Player rates the game highly and expresses enjoyment.
1f89841c-4a27-4e3a-b1f1-2b1c6644e10e,us,odette g,5,2026-08-14 01:47:07,,me gusta 😎,1,14.6.0,praise,positive,False,unknown,Short positive review expressing enjoyment in Spanish.
9b3aa705-0cc2-40e5-a8ca-baa7c15e6d9a,us,shubham sukhdane,5,2026-08-13 17:22:15,,excellent game,1,14.6.0,praise,positive,False,unknown,Player rates the game as excellent.
d72acbe5-3517-4a23-9fe4-fcfc866caadb,us,Shubham Biswas,3,2026-08-13 14:53:36,,good,0,14.6.0,praise,neutral,False,unknown,Brief neutral-positive one-word review.
765f34aa-8d31-43ab-8309-90c0cc866394,us,Joa,5,2026-08-13 13:48:02,,Es lo mejor de todo,0,14.6.0,praise,positive,False,unknown,Player says the game is the best of all in Spanish.
946c6ac2-6886-46e4-b63b-e8a4f14f9c5d,us,E Rizka,5,2026-08-13 11:38:25,,ini sangat bagus⭐⭐⭐⭐⭐⭐⭐⭐,1,14.6.0,praise,positive,False,unknown,Player gives a glowing review in Indonesian calling the game very good.
86ca1e8f-7e9b-4fd7-8b04-c2d17d650ef5,us,Jk Tigno,5,2026-08-13 08:01:41,,you get all the maps compete anyone,0,14.6.0,praise,positive,False,unknown,Player highlights ability to access all maps and compete with anyone.
a717c182-0d01-4027-b7ad-eed92a6073fb,us,clarence vallangca,5,2026-08-13 07:13:01,,No ads just pure nonsense,0,14.6.0,ads,positive,False,unknown,Player positively notes the absence of ads in the game.
ea2d225c-4122-47a5-b4fb-476cf701c1a6,us,Reneshkumar Abi,1,2026-08-13 06:35:05,,worst,0,unknown,other,negative,False,unknown,One-word negative review with no specific detail.
8ebc5b2f-cc45-42fb-819f-a05bcbafe837,us,Nestor Zepeda,5,2026-08-13 02:30:11,,❤️❤️❤️❤️❤️,0,14.6.0,praise,positive,False,unknown,Player expresses love for the game with heart emojis only.
f932ce40-f646-411a-a03a-19acf14d4cab,us,Quincy Brown,5,2026-08-13 01:18:52,,"The game is alright so far, nothing to really criticize or bad to say about it.",0,14.6.0,praise,positive,False,unknown,Player finds the game fine with nothing negative to note so far.
9877df00-3a19-4df4-9b7f-ec5b82245cd0,us,Tookeet Alaska,5,2026-08-13 00:22:01,,"it's really really, really great game amazing",0,14.6.0,praise,positive,False,unknown,Player enthusiastically calls the game really great and amazing.
72128d9e-02e1-4f78-b3aa-6196e61dab23,us,ᏚᴀɴJꫝƳ,5,2026-08-12 14:03:38,,"how many angry Birds game come, this is OG❤️‍🔥",0,unknown,praise,positive,False,unknown,Player celebrates this game as the original Angry Birds experience.
f23c7e9e-9494-4a6f-b2f4-57fc53bc61c6,us,Bilal bilal,3,2026-08-12 12:51:15,,good 👍,0,14.5.0,praise,positive,False,unknown,Brief positive thumbs-up review.
0c0b0a70-fb68-4d3f-acc2-d572b48a5c43,us,Mikey Wazowski,5,2026-08-12 12:50:16,,i reach too many levels until i get so many birds that will be my coolest one,0,unknown,progression_difficulty,positive,False,unknown,Player enjoys progressing through many levels and unlocking birds.
246c793e-2d62-4428-8e7c-d3107422971c,us,Nagaraju Madi,5,2026-08-12 12:32:32,,it was very satisfying,0,14.6.0,praise,positive,False,unknown,Player finds the game very satisfying.
17a71e5e-5846-4fc5-b954-1b8c294d256c,us,emaans alt,5,2026-08-12 11:51:32,,super good and very nice to play if you're bored,0,14.6.0,praise,positive,False,unknown,Player recommends the game as a great boredom buster.
2588cc58-8434-4b76-989d-21611cea9ae6,us,Holly Keppel,4,2026-08-12 10:33:08,,"Unable to win lately. Something changed in the last month or so. Makes it harder to win 3 stars. Kinda makes me not want to okay anymore 😕 Update: that problem was fixed, but now another update on 1/27/22. Can't open the game since. Update to the update. 2026.... keep losing connection. Makes me lose my spot and I go allllll the way back to where I started. Seems to happen at 630am or 7am every few days.",40,14.6.0,bugs_performance,negative,False,unknown,"Player reports difficulty changes, inability to open the game after an update, and repeated connection drops causing progress loss."
431e8540-4584-4b11-a149-750dc0338d30,us,Robert Cvarovsky,5,2026-08-12 02:29:53,,Different from AG2 but I like it,0,14.6.0,praise,positive,False,unknown,Player likes the game despite it being different from Angry Birds 2.
5e0784ad-93b6-4c7c-aee7-cc8cb20af8d7,us,Elijah or eli Morrison,2,2026-08-12 01:36:20,,it is the best phone app but the worst enemy phone application whe. I feels like there is a wire tap listening and recording me all the time in the times of my life I have spent trying to make calls for works jobs. so I still spend my time with this appli atio . I play this game when I am alone at home in my own home. it gets me motivated to stay awake during Sunday morning.,0,14.4.0,other,neutral,False,unknown,Incoherent review mixing privacy concerns with mild praise for the game as a pastime.
7be5a825-df2f-4f70-8d9b-951e0dc8042e,us,Sam Achy,5,2026-08-11 11:47:34,,So far so good.. Great in time spender for waits at airports,0,14.6.0,praise,positive,False,unknown,Player enjoys the game as a time-killer during airport waits.
b1019d94-c40c-4fe9-81ad-19aaa793fd6f,us,Caleb Ball,5,2026-08-11 05:41:59,,one of the best games ever thank you 💯😀,0,14.6.0,praise,positive,False,unknown,Player calls it one of the best games ever.
250fc8a6-b1e5-4ac4-a226-857b082890c8,us,Doruk Akdülger,3,2026-08-10 16:50:22,,the leagues fully depend on pay to win. if you have more powerups you will get better scores. and to get power ups you need coins. if you dont have any of them getting good scores is impossible,0,unknown,monetization,negative,False,unknown,Player says leagues are pay-to-win because power-ups require coins and are essential for competitive scores.
2c8e1b96-217f-46de-985b-e10b97a369a5,us,Unais N,5,2026-08-10 16:49:48,,kollam,0,unknown,praise,positive,False,unknown,Single-word positive review in another language.
a89533e2-ec26-4e34-850a-77c504942771,us,shivam 007,5,2026-08-10 16:14:04,,nice game,0,unknown,praise,positive,False,unknown,Brief positive review calling it a nice game.
0c0dfc10-6e7e-43aa-9c30-82bf894aca5c,us,MD Sakib,4,2026-08-10 13:23:13,,"I think it's good for my passa time, But I cannot play it without Data/Wifi 🙂",0,14.5.0,bugs_performance,neutral,False,unknown,Player enjoys the game but is frustrated by the requirement for a constant internet connection.
6b63cfab-8303-4289-8bd3-a578930f9ba6,us,LKNANML,1,2026-08-10 12:18:38,,"Look up Monetary dark patterns. Sums the game up perfectly. Ok support. Your up. Buttons switch places and colors without are you sure you want to spend standard step, making you waste coins.Buggy garbage. Ads CONSTANTLY freeze the game. Physics CONSTANTLY change. I don't believe half of the good reviews. Play any other game in the series. This one is a glorified slot machine.",4,14.6.0,monetization,negative,True,unknown,"Player accuses the game of dark monetization patterns, confusing UI that wastes coins, buggy ads, and inconsistent physics, calling it a glorified slot machine."
